,userId,movieId,rating,timestamp,score
6780,13,1,5.0,832523550,1
6782,13,2,4.0,832523013,1
6802,13,4,5.0,832523013,1
6816,13,6,4.0,832523550,1
6819,13,9,3.0,832523045,1
6821,13,10,3.0,832523013,1
6822,13,11,3.0,832523340,1
7072,14,1,4.0,1473258241,1
7074,14,3,4.5,1473258165,1
7075,14,4,5.0,1473258343,1
7076,14,5,5.0,1473258147,1
7080,14,6,5.0,1473258276,1
7081,14,7,5.0,1473258322,1
7083,14,8,4.5,1473258231,1
7084,14,9,4.0,1473258320,1
7088,14,12,4.5,1473258392,1
7344,15,1,5.0,832228979,1
7345,15,2,4.0,832228796,1
7358,15,4,4.0,832228796,1
7370,15,6,5.0,832229879,1
7371,15,9,4.0,832228859,1
7372,15,10,3.0,832228796,1
7373,15,11,5.0,832229879,1
7378,16,1,4.0,1319746142,1
7386,16,4,4.5,1410971707,1
7391,16,7,3.5,1322167325,1
7393,16,8,4.5,1305604773,1
7396,16,11,3.5,1322169588,1
7403,16,13,4.0,1367729182,1
7426,16,17,3.5,1322169947,1
7457,16,19,5.0,1305604734,1
7988,17,0,3.0,847412676,1
7992,17,1,4.0,847412607,1
7993,17,2,3.0,847412515,1
8003,17,4,4.0,847412515,1
8021,17,6,3.0,847413020,1
8022,17,7,4.0,847412586,1
8024,17,8,4.0,847412676,1
8031,17,12,4.0,847412879,1
8263,18,0,2.0,1470350794,1
8279,18,3,2.0,1470350831,1
8282,18,4,4.0,1467003119,1
8283,18,5,4.0,1473803992,1
8292,18,6,4.0,1467004832,1
8293,18,7,4.0,1467004830,1
8294,18,8,4.0,1467002940,1
8298,18,11,5.0,1467002950,1
8347,18,15,5.0,1467004858,1
8360,18,16,4.0,1467006556,1
8367,18,17,5.0,1467003127,1
8392,18,18,4.0,1467006461,1
8424,18,19,4.0,1467002942,1
8784,19,0,4.0,907763141,1
8786,19,1,5.0,907762500,1
8790,19,3,4.0,907765902,1
8793,19,5,5.0,907762409,1
8803,19,8,5.0,907762409,1
8808,19,10,3.0,907764831,1
8814,19,13,5.0,907765902,1
8866,19,15,4.0,907763018,1
8891,19,16,4.0,907763324,1
8966,19,18,4.0,907765008,1
