,userId,movieId,rating,timestamp,score
6919,5,157,4.0,939552016,1
6921,5,158,4.0,939601947,1
6941,5,161,3.0,1041212805,1
6947,5,162,4.0,987205607,1
6964,5,164,2.0,1013301263,1
6981,5,168,4.0,1013300759,1
6995,5,169,5.0,1009758502,1
6996,5,171,4.0,1029642232,1
6997,5,173,5.0,1009758502,1
6998,5,174,3.0,1013300848,1
7000,5,175,4.0,1029642458,1
7079,6,10,3.5,1177083408,1
7080,6,15,4.0,1177084832,1
7085,6,26,3.5,1177084983,1
7086,6,27,4.0,1177082936,1
7087,6,32,5.0,1177085240,1
7088,6,33,4.5,1196093717,1
7089,6,36,3.0,1177085371,1
7090,6,37,4.5,1177084825,1
7091,6,39,5.0,1177085353,1
7092,6,40,3.0,1177085004,1
7095,6,55,4.5,1177084820,1
7096,6,56,2.5,1177084904,1
7097,6,59,5.0,1177083252,1
7099,6,62,4.5,1177083936,1
7101,6,69,3.5,1177084165,1
7102,6,70,5.0,1177084817,1
7103,6,74,4.0,1177084861,1
7108,6,89,4.0,1177083433,1
7111,6,95,4.5,1177085245,1
7122,6,98,3.5,1177083118,1
7129,6,99,5.0,1177085359,1
7131,6,102,4.5,1177085292,1
7132,6,103,5.0,1177084678,1
7133,6,104,5.0,1177085534,1
7141,6,110,4.0,1177085685,1
7142,6,111,2.5,1177084271,1
7143,6,113,4.5,1177085275,1
7144,6,114,3.0,1177085699,1
7145,6,115,4.0,1177085225,1
7151,6,120,1.5,1177904707,1
7152,6,121,3.5,1177084927,1
7153,6,123,4.0,1177085270,1
7154,6,126,4.0,1177082890,1
7155,6,127,4.0,1177085835,1
7156,6,128,4.0,1177085350,1
7158,6,130,4.0,1177084933,1
7162,6,132,2.0,1177086954,1
7164,6,135,3.5,1177083798,1
7165,6,136,3.5,1177086065,1
7168,6,139,3.0,1177904604,1
7170,6,142,4.0,1177083263,1
7171,6,144,3.5,1177083954,1
7173,6,145,4.5,1177087710,1
7177,6,148,4.5,1177085812,1
7182,6,151,4.0,1177086199,1
7183,6,152,5.0,1177085538,1
7188,6,156,4.5,1177085817,1
7193,6,157,5.0,1177083617,1
7197,6,159,4.0,1177086211,1
7200,6,160,4.5,1177085185,1
7203,6,161,2.5,1177086002,1
7205,6,162,4.5,1177085282,1
7206,6,163,4.5,1177086266,1
7215,6,165,4.5,1177085192,1
7232,6,168,5.0,1177085356,1
7243,6,169,4.5,1177085705,1
7244,6,170,4.5,1177086162,1
7246,6,171,5.0,1177083240,1
7247,6,173,5.0,1177082701,1
7256,6,176,5.0,1177083355,1
7258,6,177,4.5,1177086330,1
7265,6,180,3.5,1177084772,1
7271,6,181,3.5,1177082816,1
7286,6,182,4.5,1177086579,1
7290,6,183,3.5,1177086695,1
7293,6,184,4.0,1177087176,1
7295,6,185,5.0,1177086283,1
7296,6,186,3.5,1177087541,1
7306,6,189,5.0,1177087402,1
7307,6,191,3.5,1177087674,1
7308,6,192,3.5,1177087740,1
7309,6,193,4.0,1177087383,1
7313,6,195,4.5,1177083686,1
8838,7,1,3.5,1115067890,1
8840,7,3,2.5,1115067883,1
8845,7,10,3.5,1115067721,1
8846,7,15,2.0,1115067716,1
8848,7,21,3.0,1115067770,1
8849,7,22,2.0,1115067851,1
8851,7,24,2.5,1115067814,1
8852,7,27,2.5,1115067727,1
8853,7,30,3.5,1115067897,1
8854,7,33,4.0,1115067623,1
8855,7,35,3.5,1115067778,1
8856,7,36,3.0,1115068032,1
8857,7,37,3.5,1115067718,1
8858,7,39,3.5,1115068090,1
8859,7,43,2.5,1115067503,1
8860,7,44,2.5,1115067767,1
8863,7,46,3.5,1115067792,1
8864,7,47,2.5,1115067764,1
8865,7,48,3.0,1115067730,1
8866,7,50,2.0,1115067842,1
8867,7,51,2.0,1115068018,1
8869,7,55,2.0,1115067656,1
8871,7,58,2.5,1115067994,1
8872,7,59,4.0,1115067746,1
8873,7,61,2.0,1115067838,1
8874,7,62,4.5,1115067929,1
8876,7,68,2.5,1115067712,1
8877,7,69,2.0,1115067710,1
8878,7,70,4.0,1115067639,1
8880,7,73,2.5,1115067811,1
8881,7,75,3.5,1115068303,1
8882,7,76,3.0,1115067761,1
8885,7,81,4.0,1115068038,1
8886,7,82,2.0,1115067738,1
8887,7,87,3.5,1115067806,1
8891,7,88,3.5,1115067956,1
8893,7,90,3.0,1115068147,1
8894,7,91,3.0,1115068169,1
8895,7,92,3.5,1115067960,1
8896,7,93,3.5,1115067482,1
8901,7,95,3.5,1115068035,1
8902,7,96,3.5,1115068245,1
8925,7,99,3.5,1115068163,1
8926,7,100,3.0,1115068155,1
8929,7,103,3.5,1115067893,1
8936,7,109,3.0,1115068208,1
8942,7,120,2.0,1115068145,1
8943,7,121,2.5,1115067875,1
8944,7,122,3.5,1115068026,1
8947,7,123,2.5,1115068024,1
8949,7,126,4.0,1115067398,1
8951,7,127,3.5,1115068248,1
8952,7,129,3.0,1115068480,1
8956,7,132,3.0,1115068919,1
8959,7,134,2.0,1115068130,1
8960,7,135,3.5,1115068000,1
8961,7,136,2.5,1115068329,1
8962,7,137,2.5,1115067972,1
8967,7,142,3.5,1115067827,1
8968,7,143,1.5,1115067429,1
8971,7,144,3.5,1115068184,1
8977,7,149,3.5,1115068080,1
8981,7,152,3.5,1115068300,1
8983,7,153,3.0,1115068242,1
8985,7,156,3.5,1115068297,1
8993,7,157,2.5,1115067867,1
8999,7,160,4.5,1115068004,1
9002,7,162,3.5,1115068107,1
9004,7,163,4.0,1115068464,1
9011,7,164,3.0,1115068378,1
9014,7,165,4.0,1115067975,1
9026,7,167,3.0,1115068307,1
9027,7,168,3.5,1115068223,1
9032,7,169,3.5,1115068371,1
9033,7,170,3.5,1115068461,1
9034,7,173,4.0,1115068111,1
9040,7,177,3.0,1115068688,1
9048,7,182,3.5,1115069070,1
9049,7,185,3.5,1115069016,1
9891,8,0,2.5,1211653464,1
9893,8,6,4.5,1211653342,1
9903,8,7,2.5,1211653381,1
9905,8,10,3.0,1211653036,1
9906,8,11,4.0,1211653411,1
9907,8,14,3.5,1211653304,1
9908,8,15,2.5,1211653039,1
9910,8,24,3.0,1211653203,1
9916,8,27,3.0,1211653032,1
9917,8,29,3.5,1211653638,1
9921,8,33,4.0,1211653004,1
9924,8,35,1.5,1211653179,1
9925,8,37,4.0,1211653022,1
9927,8,39,4.0,1211653616,1
9928,8,40,3.0,1211653334,1
9929,8,42,2.0,1211653100,1
9931,8,44,2.0,1211764814,1
9934,8,46,2.0,1211653158,1
9939,8,47,1.5,1211653087,1
9940,8,48,2.0,1211653072,1
9942,8,50,1.0,1211653257,1
9946,8,53,1.0,1211653026,1
9947,8,54,2.0,1211772494,1
9949,8,55,2.0,1211653017,1
9950,8,56,2.5,1211653201,1
9951,8,57,3.5,1211653535,1
9954,8,59,4.0,1211653074,1
9958,8,61,3.5,1211769616,1
9960,8,63,4.5,1211653599,1
9961,8,64,3.5,1211654366,1
9962,8,65,1.5,1211653318,1
9964,8,68,1.5,1211653045,1
9965,8,69,3.5,1211769131,1
9966,8,70,3.0,1211653010,1
9967,8,72,3.0,1211653147,1
9968,8,73,3.0,1211772409,1
9969,8,74,4.5,1211653082,1
9971,8,76,2.0,1211653107,1
9972,8,77,3.5,1211654326,1
9975,8,78,3.5,1211653643,1
9982,8,80,5.0,1211653515,1
9984,8,81,4.0,1211766406,1
9985,8,82,2.5,1211653060,1
9988,8,86,3.0,1211654042,1
9992,8,87,5.0,1211653164,1
9997,8,88,4.5,1211653420,1
9999,8,90,3.0,1211653718,1
10000,8,91,3.5,1211653681,1
10001,8,92,4.0,1211653429,1
10021,8,97,3.0,1211653697,1
10050,8,99,3.5,1211653612,1
10051,8,100,4.5,1211653743,1
10052,8,101,4.0,1211653865,1
10055,8,103,4.5,1211769637,1
10056,8,104,4.5,1211653991,1
10057,8,105,3.5,1211766140,1
10072,8,108,4.5,1211653912,1
10073,8,112,2.0,1211653774,1
10074,8,113,3.5,1211653480,1
10075,8,114,2.5,1211653693,1
10076,8,115,2.0,1211769703,1
10080,8,116,3.0,1211653667,1
